"gene","GO_Description"
"evm.TU.Ap10.1371","Beta-1 adrenergic receptor OS=Xenopus laevis GN=adrb1 PE=2 SV=1"
"evm.TU.Ap10.1370","DDB1- and CUL4-associated factor 1 OS=Mus musculus GN=Dcaf1 PE=1 SV=4"
"evm.TU.Ap10.1373",NA
"evm.TU.Ap10.1372","Homeobox protein ARX OS=Homo sapiens GN=ARX PE=1 SV=1"
"evm.TU.Ap10.1375","Transmembrane protein 121B OS=Mus musculus GN=TMEM121B PE=1 SV=1"
"evm.TU.Ap10.1374",NA
"evm.TU.Ap10.1377",NA
"evm.TU.Ap10.1376",NA
"evm.TU.Ap10.1379","Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1"
"evm.TU.Ap10.1378","Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1"
"evm.TU.Ap10.322",NA
"evm.TU.Ap10.323",NA
"evm.TU.Ap10.320","Putative beta-lactamase-like 1 OS=Homo sapiens GN=LACTBL1 PE=2 SV=2"
"evm.TU.Ap10.321","Putative beta-lactamase-like 1 OS=Homo sapiens GN=LACTBL1 PE=2 SV=2"
"evm.TU.Ap10.326","Cilia- and flagella-associated protein 54 OS=Homo sapiens GN=CFAP54 PE=2 SV=3"
"evm.TU.Ap10.327","Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Mus musculus GN=Acad9 PE=1 SV=2"
"evm.TU.Ap10.324",NA
"evm.TU.Ap10.325",NA
"evm.TU.Ap10.328","60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=2"
"evm.TU.Ap10.329","N-acetylaspartate synthetase OS=Danio rerio GN=nat8l PE=2 SV=1"
"evm.TU.Ap10.1191","Mesencephalic astrocyte-derived neurotrophic factor homolog OS=Drosophila grimshawi GN=Manf PE=3 SV=1"
"evm.TU.Ap10.1190","Trace amine-associated receptor 3 OS=Mus musculus GN=Taar3 PE=2 SV=1"
"evm.TU.Ap10.120","Filamin-A OS=Drosophila melanogaster GN=cher PE=1 SV=2"
"evm.TU.Ap10.121",NA
"evm.TU.Ap10.122","Sarcolemmal membrane-associated protein OS=Oryctolagus cuniculus GN=SLMAP PE=1 SV=2"
"evm.TU.Ap10.123","Neurofilament heavy polypeptide OS=Rattus norvegicus GN=Nefh PE=1 SV=4"
"evm.TU.Ap10.124",NA
"evm.TU.Ap10.125","Uncharacterized protein PF11_0213 OS=Plasmodium falciparum (isolate 3D7) GN=PF11_0213 PE=1 SV=2"
"evm.TU.Ap10.126","Uncharacterized protein PF11_0213 OS=Plasmodium falciparum (isolate 3D7) GN=PF11_0213 PE=1 SV=2"
"evm.TU.Ap10.127","Uncharacterized protein PF11_0213 OS=Plasmodium falciparum (isolate 3D7) GN=PF11_0213 PE=1 SV=2"
"evm.TU.Ap10.128",NA
"evm.TU.Ap10.129","Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=3 SV=1"
"evm.TU.Ap10.698","Probable carboxypeptidase X1 OS=Homo sapiens GN=CPXM1 PE=2 SV=2"
"evm.TU.Ap10.699","Tyrosinase OS=Streptomyces lincolnensis GN=melC2 PE=3 SV=2"
"evm.TU.Ap10.692","Hepatocyte growth factor activator OS=Homo sapiens GN=HGFAC PE=1 SV=1"
"evm.TU.Ap10.693","Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2"
"evm.TU.Ap10.690",NA
"evm.TU.Ap10.691","Cell division control protein 2 homolog OS=Theileria parva GN=CRK2 PE=3 SV=1"
"evm.TU.Ap10.696","Collagen alpha-1(XII) chain OS=Gallus gallus GN=COL12A1 PE=1 SV=3"
"evm.TU.Ap10.697",NA
"evm.TU.Ap10.694","Coagulation factor VII OS=Pan troglodytes GN=F7 PE=3 SV=1"
"evm.TU.Ap10.695","Collagen alpha-1(XII) chain OS=Homo sapiens GN=COL12A1 PE=1 SV=2"
"evm.TU.Ap10.1724","Low-density lipoprotein receptor-related protein 5 OS=Homo sapiens GN=LRP5 PE=1 SV=2"
"evm.TU.Ap10.1725",NA
"evm.TU.Ap10.1728",NA
"evm.TU.Ap10.402","Ras-like GTP-binding protein RHO OS=Aplysia californica GN=RHO PE=2 SV=1"
"evm.TU.Ap10.66","Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Xenopus laevis GN=aldh1l1 PE=2 SV=1"
"evm.TU.Ap10.67","Probable protein BRICK1-A OS=Xenopus laevis GN=brk1-a PE=3 SV=1"
"evm.TU.Ap10.1621",NA
"evm.TU.Ap10.1620","Integrase/recombinase xerD homolog OS=Selenomonas ruminantium GN=xerD PE=3 SV=1"
"evm.TU.Ap10.1627",NA
"evm.TU.Ap10.1626","Transposon Tf2-1 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-1 PE=3 SV=1"
"evm.TU.Ap10.1625",NA
"evm.TU.Ap10.1624",NA
"evm.TU.Ap10.1999",NA
"evm.TU.Ap10.1998",NA
"evm.TU.Ap10.1991",NA
"evm.TU.Ap10.1990",NA
"evm.TU.Ap10.1993","Uncharacterized protein C12orf56 OS=Homo sapiens GN=C12orf56 PE=2 SV=3"
"evm.TU.Ap10.1992","Protein FAM50 homolog OS=Drosophila melanogaster GN=CG12259 PE=2 SV=1"
"evm.TU.Ap10.1995","cAMP-dependent protein kinase type II regulatory subunit OS=Strongylocentrotus purpuratus PE=2 SV=1"
"evm.TU.Ap10.1995.1.5f15df32","cAMP-dependent protein kinase type II regulatory subunit OS=Strongylocentrotus purpuratus PE=2 SV=1"
"evm.TU.Ap10.1994","Thioredoxin reductase 3 OS=Mus musculus GN=Txnrd3 PE=1 SV=3"
"evm.TU.Ap10.1997","Myosin heavy chain kinase B OS=Dictyostelium discoideum GN=mhkB PE=2 SV=1"
"evm.TU.Ap10.1996",NA
"evm.TU.Ap10.740","HMG box-containing protein 1 OS=Bos taurus GN=HBP1 PE=2 SV=1"
"evm.TU.Ap10.69","YY1-associated factor 2 OS=Mus musculus GN=Yaf2 PE=1 SV=1"
"evm.TU.Ap10.51",NA
"evm.TU.Ap10.50",NA
"evm.TU.Ap10.59","ETS domain-containing protein Elk-1 OS=Mus musculus GN=Elk1 PE=1 SV=3"
"evm.TU.Ap10.58",NA
"evm.TU.Ap10.719",NA
"evm.TU.Ap10.718",NA
"evm.TU.Ap10.717",NA
"evm.TU.Ap10.716",NA
"evm.TU.Ap10.715",NA
"evm.TU.Ap10.714",NA
"evm.TU.Ap10.713",NA
"evm.TU.Ap10.712",NA
"evm.TU.Ap10.711",NA
"evm.TU.Ap10.710","Oncoprotein-induced transcript 3 protein OS=Homo sapiens GN=OIT3 PE=1 SV=2"
"evm.TU.Ap10.1524","Trace amine-associated receptor 9 OS=Mus musculus GN=Taar9 PE=2 SV=1"
"evm.TU.Ap10.838",NA
"evm.TU.Ap10.839","ATP-dependent DNA helicase pfh1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=pfh1 PE=1 SV=1"
"evm.TU.Ap10.825",NA
"evm.TU.Ap10.824",NA
"evm.TU.Ap10.827",NA
"evm.TU.Ap10.826",NA
"evm.TU.Ap10.829",NA
"evm.TU.Ap10.828",NA
"evm.TU.Ap10.1043","Heat shock 70 kDa protein 12A OS=Mus musculus GN=Hspa12a PE=1 SV=1"
"evm.TU.Ap10.1042","Heat shock 70 kDa protein 12A OS=Mus musculus GN=Hspa12a PE=1 SV=1"
"evm.TU.Ap10.1041",NA
"evm.TU.Ap10.1040",NA
"evm.TU.Ap10.1047",NA
"evm.TU.Ap10.1046",NA
"evm.TU.Ap10.1045",NA
"evm.TU.Ap10.1044",NA
"evm.TU.Ap10.1049","Aerolysin OS=Aeromonas sobria GN=asa1 PE=3 SV=1"
"evm.TU.Ap10.1048",NA
"evm.TU.Ap10.1814",NA
"evm.TU.Ap10.1815","Collagen alpha-2(V) chain OS=Mus musculus GN=Col5a2 PE=1 SV=1"
"evm.TU.Ap10.1817",NA
"evm.TU.Ap10.1810",NA
"evm.TU.Ap10.1811",NA
"evm.TU.Ap10.1812",NA
"evm.TU.Ap10.1813","Collagen alpha-2(I) chain OS=Gallus gallus GN=COL1A2 PE=1 SV=3"
"evm.TU.Ap10.1818","Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1"
"evm.TU.Ap10.1819",NA
"evm.TU.Ap10.508","Paired box protein Pax-8 OS=Xenopus laevis GN=pax8 PE=2 SV=1"
"evm.TU.Ap10.509",NA
"evm.TU.Ap10.506",NA
"evm.TU.Ap10.507",NA
"evm.TU.Ap10.504","Microtubule-associated protein 6 OS=Homo sapiens GN=MAP6 PE=1 SV=2"
"evm.TU.Ap10.505",NA
"evm.TU.Ap10.502",NA
"evm.TU.Ap10.503",NA
"evm.TU.Ap10.500",NA
"evm.TU.Ap10.501","TBC1 domain family member 30 OS=Homo sapiens GN=TBC1D30 PE=1 SV=2"
"evm.TU.Ap10.977","Heat shock 70 kDa protein 12A OS=Mus musculus GN=Hspa12a PE=1 SV=1"
"evm.TU.Ap10.975","Heat shock 70 kDa protein 12A OS=Homo sapiens GN=HSPA12A PE=1 SV=2"
"evm.TU.Ap10.974","Sentrin-specific protease 6 OS=Mus musculus GN=Senp6 PE=1 SV=3"
"evm.TU.Ap10.973",NA
"evm.TU.Ap10.972",NA
"evm.TU.Ap10.971",NA
"evm.TU.Ap10.979","Allatostatin-A receptor OS=Bombyx mori GN=AR PE=2 SV=1"
"evm.TU.Ap10.978","Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Xenopus tropicalis GN=mfhas1 PE=2 SV=1"
"evm.TU.Ap10.25","Kelch-like protein 5 OS=Homo sapiens GN=KLHL5 PE=2 SV=3"
"evm.TU.Ap10.26",NA
"evm.TU.Ap10.20","Receptor-type tyrosine-protein phosphatase delta OS=Mus musculus GN=Ptprd PE=1 SV=3"
"evm.TU.Ap10.23",NA
"evm.TU.Ap10.28","Glutathione S-transferase Y1 OS=Cricetulus longicaudatus PE=2 SV=2"
"evm.TU.Ap10.28.1.5f15dba3","Glutathione S-transferase Mu 3 OS=Macaca fuscata fuscata GN=GSTM3 PE=2 SV=3"
"evm.TU.Ap10.29","DALR anticodon-binding domain-containing protein 3 OS=Danio rerio GN=dalrd3 PE=2 SV=1"
"evm.TU.Ap10.1234",NA
"evm.TU.Ap10.1235","LINE-1 retrotransposable element ORF2 protein OS=Mus musculus GN=Pol PE=1 SV=2"
"evm.TU.Ap10.1236",NA
"evm.TU.Ap10.1237",NA
"evm.TU.Ap10.1232","Tachykinin-like peptides receptor 86C OS=Drosophila melanogaster GN=TkR86C PE=2 SV=2"
"evm.TU.Ap10.1233","Probable G-protein coupled receptor 83 OS=Mus musculus GN=Gpr83 PE=2 SV=2"
"evm.TU.Ap10.2000",NA
"evm.TU.Ap10.2001","Involucrin OS=Pan paniscus GN=IVL PE=2 SV=1"
"evm.TU.Ap10.2006","Peregrin OS=Mus musculus GN=Brpf1 PE=1 SV=1"
"evm.TU.Ap10.2007","Coatomer subunit gamma-2 OS=Takifugu rubripes GN=copg2 PE=3 SV=1"
"evm.TU.Ap10.2004","G-protein-signaling modulator 1 OS=Homo sapiens GN=GPSM1 PE=1 SV=2"
"evm.TU.Ap10.2005","Mediator of RNA polymerase II transcription subunit 1 OS=Xenopus tropicalis GN=med1 PE=1 SV=1"
"evm.TU.Ap10.21_evm.TU.Ap10.22.1.5f1685a0","Glutathione S-transferase Mu 5 OS=Mus musculus GN=Gstm5 PE=1 SV=1"
"evm.TU.Ap10.21_evm.TU.Ap10.22","Glutathione S-transferase Mu 5 OS=Mus musculus GN=Gstm5 PE=1 SV=1"
"evm.TU.Ap10.218","26S proteasome non-ATPase regulatory subunit 6 OS=Mus musculus GN=Psmd6 PE=1 SV=1"
"evm.TU.Ap10.219","Transmembrane protein 243 OS=Homo sapiens GN=TMEM243 PE=1 SV=1"
"evm.TU.Ap10.216","Monoglyceride lipase OS=Homo sapiens GN=MGLL PE=1 SV=2"
"evm.TU.Ap10.216.1.5f15dbd0","Monoglyceride lipase OS=Homo sapiens GN=MGLL PE=1 SV=2"
"evm.TU.Ap10.217",NA
"evm.TU.Ap10.214","B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31 PE=1 SV=3"
"evm.TU.Ap10.215","Beta-hexosaminidase 1 OS=Arabidopsis thaliana GN=HEXO1 PE=1 SV=1"
"evm.TU.Ap10.212","5-aminolevulinate synthase, nonspecific, mitochondrial OS=Rattus norvegicus GN=Alas1 PE=2 SV=2"
"evm.TU.Ap10.213","Striatin-interacting proteins 2 OS=Mus musculus GN=Strip2 PE=1 SV=1"
"evm.TU.Ap10.210","Battenin OS=Canis lupus familiaris GN=CLN3 PE=3 SV=1"
"evm.TU.Ap10.211","RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1"
"evm.TU.Ap10.980","Beta-4C adrenergic receptor OS=Meleagris gallopavo GN=ADRB4C PE=2 SV=1"
"evm.TU.Ap10.1546","Melanocortin receptor 5 OS=Mus musculus GN=Mc5r PE=2 SV=1"
"evm.TU.Ap10.1547","Trace amine-associated receptor 9 OS=Rattus norvegicus GN=Taar9 PE=3 SV=1"
"evm.TU.Ap10.1545",NA
"evm.TU.Ap10.1542",NA
"evm.TU.Ap10.1543",NA
"evm.TU.Ap10.1540","Melanocortin receptor 5 OS=Mus musculus GN=Mc5r PE=2 SV=1"
"evm.TU.Ap10.1541",NA
"evm.TU.Ap10.1548","Melanocyte-stimulating hormone receptor OS=Chaetodipus baileyi GN=MC1R PE=3 SV=1"
"evm.TU.Ap10.1549",NA
"evm.TU.Ap10.1898",NA
"evm.TU.Ap10.1899",NA
"evm.TU.Ap10.1894","Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1"
"evm.TU.Ap10.1895","Probable serine/threonine-protein kinase roco4 OS=Dictyostelium discoideum GN=roco4 PE=1 SV=1"
"evm.TU.Ap10.1896","Uncharacterized protein 259R OS=Invertebrate iridescent virus 6 GN=IIV6-259R PE=3 SV=1"
"evm.TU.Ap10.1897",NA
"evm.TU.Ap10.1890",NA
"evm.TU.Ap10.1891",NA
"evm.TU.Ap10.1892",NA
"evm.TU.Ap10.1893",NA
"evm.TU.Ap10.586","Octopamine receptor beta-1R OS=Drosophila melanogaster GN=Octbeta1R PE=2 SV=1"
"evm.TU.Ap10.587","Melanocortin receptor 5 OS=Pan troglodytes GN=MC5R PE=3 SV=1"
"evm.TU.Ap10.584","Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2"
"evm.TU.Ap10.584.2.5f15dc5a","Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2"
"evm.TU.Ap10.584.1.5f15dc59","Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2"
"evm.TU.Ap10.585",NA
"evm.TU.Ap10.582","Rap guanine nucleotide exchange factor 1 OS=Homo sapiens GN=RAPGEF1 PE=1 SV=3"
"evm.TU.Ap10.583","Cyclin-D-binding Myb-like transcription factor 1 OS=Homo sapiens GN=DMTF1 PE=1 SV=1"
"evm.TU.Ap10.580","IQ motif and SEC7 domain-containing protein 1 OS=Mus musculus GN=Iqsec1 PE=1 SV=2"
"evm.TU.Ap10.581.1.5f15dc55","Phosducin-like protein OS=Bos taurus GN=PDCL PE=2 SV=1"
"evm.TU.Ap10.581","Phosducin-like protein OS=Bos taurus GN=PDCL PE=2 SV=1"
"evm.TU.Ap10.588","Melatonin-related receptor OS=Ovis aries GN=GPR50 PE=2 SV=2"
"evm.TU.Ap10.589",NA
"evm.TU.Ap10.2079","Neuropeptide FF receptor 2 OS=Homo sapiens GN=NPFFR2 PE=1 SV=2"
"evm.TU.Ap10.2073","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3"
"evm.TU.Ap10.2072",NA
"evm.TU.Ap10.629","G-protein coupled receptor GRL101 OS=Lymnaea stagnalis PE=2 SV=1"
"evm.TU.Ap10.628",NA
"evm.TU.Ap10.623",NA
"evm.TU.Ap10.622","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3"
"evm.TU.Ap10.621","Small nuclear ribonucleoprotein F OS=Drosophila melanogaster GN=SmF PE=1 SV=2"
"evm.TU.Ap10.620","Cilia- and flagella-associated protein 100 OS=Homo sapiens GN=CFAP100 PE=2 SV=1"
"evm.TU.Ap10.627","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3"
"evm.TU.Ap10.626","Neuronal pentraxin-2 OS=Homo sapiens GN=NPTX2 PE=1 SV=2"
"evm.TU.Ap10.625","Neuronal pentraxin-1 OS=Rattus norvegicus GN=Nptx1 PE=1 SV=1"
"evm.TU.Ap10.624","Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster GN=pol PE=3 SV=1"
"evm.TU.Ap10.2082",NA
"evm.TU.Ap10.2083",NA
"evm.TU.Ap10.2080","Polyamine oxidase OS=Zea mays GN=PAO PE=1 SV=1"
"evm.TU.Ap10.2081",NA
"evm.TU.Ap10.2086","Leucine-rich repeat and guanylate kinase domain-containing protein OS=Homo sapiens GN=LRGUK PE=2 SV=1"
"evm.TU.Ap10.2087","Galactosylceramide sulfotransferase OS=Homo sapiens GN=GAL3ST1 PE=1 SV=1"
"evm.TU.Ap10.2084",NA
"evm.TU.Ap10.2085",NA
"evm.TU.Ap10.2088","Uncharacterized protein C3orf20 OS=Homo sapiens GN=C3orf20 PE=2 SV=2"
"evm.TU.Ap10.2089","Fibrillin-1 OS=Homo sapiens GN=FBN1 PE=1 SV=3"
"evm.TU.Ap10.309",NA
"evm.TU.Ap10.1469","GRIP1-associated protein 1 OS=Rattus norvegicus GN=Gripap1 PE=1 SV=1"
"evm.TU.Ap10.1469.1.5f1689af","GRIP1-associated protein 1 OS=Rattus norvegicus GN=Gripap1 PE=1 SV=1"
"evm.TU.Ap10.1468","Putative helicase MOV-10 OS=Gallus gallus GN=MOV10 PE=2 SV=1"
"evm.TU.Ap10.1465",NA
"evm.TU.Ap10.1464",NA
"evm.TU.Ap10.1467","Heterogeneous nuclear ribonucleoprotein A2 homolog 2 OS=Xenopus laevis PE=2 SV=1"
"evm.TU.Ap10.1466","RNA-binding protein Musashi homolog Rbp6 OS=Drosophila melanogaster GN=Rbp6 PE=2 SV=3"
"evm.TU.Ap10.1461","RNA-binding protein Musashi homolog 1 OS=Homo sapiens GN=MSI1 PE=1 SV=1"
"evm.TU.Ap10.1460","RNA-binding protein Musashi homolog Rbp6 OS=Drosophila melanogaster GN=Rbp6 PE=2 SV=3"
"evm.TU.Ap10.1463",NA
"evm.TU.Ap10.1462","Katanin p80 WD40 repeat-containing subunit B1 OS=Danio rerio GN=katnb1 PE=2 SV=1"
"evm.TU.Ap10.1928","Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4"
"evm.TU.Ap10.1929",NA
"evm.TU.Ap10.1920","Proton myo-inositol cotransporter OS=Homo sapiens GN=SLC2A13 PE=1 SV=3"
"evm.TU.Ap10.1921",NA
"evm.TU.Ap10.1922",NA
"evm.TU.Ap10.1923",NA
"evm.TU.Ap10.1924","DNA replication licensing factor mcm2 OS=Xenopus laevis GN=mcm2 PE=1 SV=2"
"evm.TU.Ap10.1925","E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3"
"evm.TU.Ap10.1926",NA
"evm.TU.Ap10.1927","Actin, cytoplasmic OS=Pisaster ochraceus PE=3 SV=1"
"evm.TU.Ap10.1683","BTB/POZ domain-containing protein 6 OS=Mus musculus GN=Btbd6 PE=2 SV=2"
"evm.TU.Ap10.2078","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A OS=Mus musculus GN=Ankrd28 PE=1 SV=1"
"evm.TU.Ap10.296","Neuronal pentraxin-2 OS=Mus musculus GN=Nptx2 PE=2 SV=1"
"evm.TU.Ap10.297","Neuronal pentraxin-1 OS=Rattus norvegicus GN=Nptx1 PE=1 SV=1"
"evm.TU.Ap10.294",NA
"evm.TU.Ap10.295",NA
"evm.TU.Ap10.292",NA
"evm.TU.Ap10.293",NA
"evm.TU.Ap10.290","RNA polymerase II-associated protein 3 OS=Homo sapiens GN=RPAP3 PE=1 SV=2"
"evm.TU.Ap10.291",NA
"evm.TU.Ap10.298","Neuronal pentraxin-1 OS=Homo sapiens GN=NPTX1 PE=2 SV=2"
"evm.TU.Ap10.299","Neuronal pentraxin-2 OS=Homo sapiens GN=NPTX2 PE=1 SV=2"
"evm.TU.Ap10.1348",NA
"evm.TU.Ap10.1349","Homeobox protein goosecoid OS=Gallus gallus GN=GSC PE=2 SV=1"
"evm.TU.Ap10.1340","Histamine H2 receptor OS=Mus musculus GN=Hrh2 PE=2 SV=2"
"evm.TU.Ap10.1341",NA
"evm.TU.Ap10.1342","Protein lifeguard 4 OS=Mus musculus GN=Tmbim4 PE=2 SV=1"
"evm.TU.Ap10.1343","Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2"
"evm.TU.Ap10.1344",NA
"evm.TU.Ap10.1345","Paired box protein Pax-6 (Fragment) OS=Gallus gallus GN=PAX6 PE=1 SV=1"
"evm.TU.Ap10.1346","Retinal homeobox protein Rx-B OS=Xenopus laevis GN=rax-b PE=2 SV=2"
"evm.TU.Ap10.1347","Adenosine receptor A2b OS=Oryctolagus cuniculus GN=ADORA2B PE=2 SV=1"
"evm.TU.Ap10.726",NA
"evm.TU.Ap10.727",NA
"evm.TU.Ap10.720","Discoidin domain-containing receptor 2 OS=Homo sapiens GN=DDR2 PE=1 SV=2"
"evm.TU.Ap10.721","Lactadherin OS=Sus scrofa GN=MFGE8 PE=1 SV=2"
"evm.TU.Ap10.904","Serine protease 23 OS=Bos taurus GN=PRSS23 PE=2 SV=1"
"evm.TU.Ap10.319",NA
"evm.TU.Ap10.318",NA
"evm.TU.Ap10.313","Adenosine receptor A2a OS=Homo sapiens GN=ADORA2A PE=1 SV=2"
"evm.TU.Ap10.312","Formate-dependent phosphoribosylglycinamide formyltransferase OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) GN=purT PE=3 SV=1"
"evm.TU.Ap10.311","Beta-4C adrenergic receptor OS=Meleagris gallopavo GN=ADRB4C PE=2 SV=1"
"evm.TU.Ap10.310",NA
"evm.TU.Ap10.317","TNF receptor-associated factor 6-A OS=Xenopus laevis GN=traf6-a PE=1 SV=1"
"evm.TU.Ap10.316","Pectin acetylesterase 9 OS=Arabidopsis thaliana GN=PAE9 PE=2 SV=1"
"evm.TU.Ap10.315","Pectin acetylesterase 5 OS=Arabidopsis thaliana GN=PAE5 PE=2 SV=1"
"evm.TU.Ap10.314","Zinc finger protein 341 OS=Homo sapiens GN=ZNF341 PE=1 SV=2"
"evm.TU.Ap10.820",NA
"evm.TU.Ap10.823",NA
"evm.TU.Ap10.822",NA
"evm.TU.Ap10.1759","E3 ubiquitin-protein ligase ARIH2 OS=Homo sapiens GN=ARIH2 PE=1 SV=1"
"evm.TU.Ap10.1758","Protein artemis OS=Mus musculus GN=Dclre1c PE=1 SV=2"
"evm.TU.Ap10.1757","Beta-1 adrenergic receptor OS=Xenopus laevis GN=adrb1 PE=2 SV=1"
"evm.TU.Ap10.1756","Beta-1 adrenergic receptor OS=Xenopus laevis GN=adrb1 PE=2 SV=1"
"evm.TU.Ap10.1755",NA
"evm.TU.Ap10.1753",NA
"evm.TU.Ap10.1752.1.5f15de8a","FYVE, RhoGEF and PH domain-containing protein 6 OS=Mus musculus GN=Fgd6 PE=1 SV=2"
"evm.TU.Ap10.1752","FYVE, RhoGEF and PH domain-containing protein 6 OS=Mus musculus GN=Fgd6 PE=1 SV=2"
"evm.TU.Ap10.1751","Ectonucleoside triphosphate diphosphohydrolase 6 OS=Rattus norvegicus GN=Entpd6 PE=1 SV=1"
"evm.TU.Ap10.1750","Ectonucleoside triphosphate diphosphohydrolase 6 OS=Rattus norvegicus GN=Entpd6 PE=1 SV=1"
"evm.TU.Ap10.159",NA
"evm.TU.Ap10.158","RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1"
"evm.TU.Ap10.151",NA
"evm.TU.Ap10.150",NA
"evm.TU.Ap10.153","Putative uncharacterized transposon-derived protein F52C9.6 OS=Caenorhabditis elegans GN=F52C9.6 PE=5 SV=1"
"evm.TU.Ap10.152","Zinc finger protein 862 OS=Homo sapiens GN=ZNF862 PE=2 SV=2"
"evm.TU.Ap10.155",NA
"evm.TU.Ap10.154",NA
"evm.TU.Ap10.157",NA
"evm.TU.Ap10.156","Jerky protein OS=Mus musculus GN=Jrk PE=2 SV=2"
"evm.TU.Ap10.1086",NA
"evm.TU.Ap10.1249",NA
"evm.TU.Ap10.1179","Cubilin OS=Rattus norvegicus GN=Cubn PE=1 SV=2"
"evm.TU.Ap10.1178",NA
"evm.TU.Ap10.1177",NA
"evm.TU.Ap10.1176","Mediator of RNA polymerase II transcription subunit 20 OS=Rattus norvegicus GN=Med20 PE=2 SV=1"
"evm.TU.Ap10.1175",NA
"evm.TU.Ap10.1174","CUB and peptidase domain-containing protein 2 (Fragment) OS=Acropora millepora PE=1 SV=1"
"evm.TU.Ap10.1173",NA
"evm.TU.Ap10.1172","CUB and peptidase domain-containing protein 2 (Fragment) OS=Acropora millepora PE=1 SV=1"
"evm.TU.Ap10.1171","CUB and peptidase domain-containing protein 1 (Fragment) OS=Acropora millepora PE=1 SV=1"
"evm.TU.Ap10.1170","CUB and peptidase domain-containing protein 2 (Fragment) OS=Acropora millepora PE=1 SV=1"
"evm.TU.Ap10.1248",NA
"evm.TU.Ap10.1240","Zinc carboxypeptidase A 1 OS=Anopheles gambiae GN=AGAP009593 PE=2 SV=3"
"evm.TU.Ap10.472",NA
"evm.TU.Ap10.473",NA
"evm.TU.Ap10.470","Enteropeptidase OS=Homo sapiens GN=TMPRSS15 PE=1 SV=3"
"evm.TU.Ap10.471",NA
"evm.TU.Ap10.476",NA
"evm.TU.Ap10.477",NA
"evm.TU.Ap10.474","Fibronectin type III domain-containing protein OS=Acropora millepora PE=1 SV=1"
"evm.TU.Ap10.475",NA
"evm.TU.Ap10.478",NA
"evm.TU.Ap10.479","Probable DNA polymerase OS=Ascobolus immersus PE=3 SV=1"
"evm.TU.Ap10.2035","Protein bark beetle OS=Drosophila melanogaster GN=bark PE=1 SV=1"
"evm.TU.Ap10.809",NA
"evm.TU.Ap10.808",NA
"evm.TU.Ap10.803","Protein rolling stone OS=Drosophila melanogaster GN=rost PE=2 SV=2"
"evm.TU.Ap10.802","Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2"
"evm.TU.Ap10.801",NA
"evm.TU.Ap10.800","Carboxypeptidase A2 OS=Homo sapiens GN=CPA2 PE=1 SV=3"
"evm.TU.Ap10.807",NA
"evm.TU.Ap10.806","Protein rolling stone OS=Drosophila melanogaster GN=rost PE=2 SV=2"
"evm.TU.Ap10.805","Protein rolling stone OS=Drosophila melanogaster GN=rost PE=2 SV=2"
"evm.TU.Ap10.804","Protein rolling stone OS=Drosophila melanogaster GN=rost PE=2 SV=2"
"evm.TU.Ap10.145",NA
"evm.TU.Ap10.1849","Ubiquitin-conjugating enzyme E2 H OS=Homo sapiens GN=UBE2H PE=1 SV=1"
